+--------+--------+------+
| origin | destin | dist |
| JFK    | SEA    | 2421 |
| JFK    | SFO    | 2586 |
| JFK    | SJC    | 2569 |
| JFK    | SJU    | 1597 |
| JFK    | SLC    | 1989 |
| JFK    | SMF    | 2521 |
| JFK    | SRQ    | 1041 |
| JFK    | STL    |  892 |
| JFK    | STT    | 1623 |
| JFK    | SYR    |  209 |
| JFK    | TPA    | 1005 |
| JFK    | TUS    | 2136 |
| JNU    | ANC    |  571 |
| JNU    | GST    |   41 |
| JNU    | KTN    |  234 |
| JNU    | PSG    |  123 |
| JNU    | SEA    |  909 |
| JNU    | SIT    |   95 |
| JNU    | YAK    |  199 |
| KOA    | DEN    | 3329 |
| KOA    | HNL    |  163 |
| KOA    | LAX    | 2504 |
| KOA    | LIH    |  263 |
| KOA    | OAK    | 2378 |
| KOA    | OGG    |   84 |
| KOA    | ORD    | 4213 |
| KOA    | PHX    | 2860 |
| KOA    | SAN    | 2556 |
| KOA    | SEA    | 2688 |
| KOA    | SFO    | 2367 |
| KOA    | SNA    | 2530 |
| KTN    | JNU    |  234 |
| KTN    | SEA    |  680 |
| KTN    | SIT    |  183 |
| KTN    | WRG    |   82 |
| LAN    | CVG    |  258 |
| LAN    | DTW    |   74 |
| LAN    | MSP    |  455 |
| LAN    | ORD    |  179 |
| LAS    | ABQ    |  487 |
| LAS    | ALB    | 2237 |
| LAS    | AMA    |  758 |
| LAS    | ANC    | 2304 |
| LAS    | ATL    | 1747 |
| LAS    | AUS    | 1090 |
| LAS    | BDL    | 2298 |
| LAS    | BFL    |  224 |
| LAS    | BHM    | 1618 |
| LAS    | BMI    | 1452 |
| LAS    | BNA    | 1588 |
| LAS    | BOI    |  520 |
| LAS    | BOS    | 2381 |
| LAS    | BUF    | 1987 |
| LAS    | BUR    |  223 |
| LAS    | BWI    | 2106 |
| LAS    | CAK    | 1846 |
| LAS    | CLE    | 1825 |
| LAS    | CLT    | 1916 |
| LAS    | CMH    | 1772 |
| LAS    | COS    |  604 |
| LAS    | CVG    | 1678 |
| LAS    | DAY    | 1701 |
| LAS    | DCA    | 2089 |
| LAS    | DEN    |  629 |
| LAS    | DFW    | 1055 |
| LAS    | DTW    | 1750 |
| LAS    | ELP    |  584 |
| LAS    | EUG    |  699 |
| LAS    | EWR    | 2227 |
| LAS    | FAT    |  258 |
| LAS    | FLL    | 2174 |
| LAS    | FNT    | 1733 |
| LAS    | GEG    |  806 |
| LAS    | HNL    | 2762 |
| LAS    | HOU    | 1235 |
| LAS    | IAD    | 2066 |
| LAS    | IAH    | 1222 |
| LAS    | IND    | 1591 |
| LAS    | ISP    | 2283 |
| LAS    | JAX    | 1965 |
| LAS    | JFK    | 2248 |
| LAS    | LAX    |  236 |
| LAS    | LBB    |  775 |
| LAS    | LGB    |  231 |
| LAS    | LIT    | 1295 |
| LAS    | MAF    |  796 |
| LAS    | MCI    | 1140 |
| LAS    | MCO    | 2039 |
| LAS    | MDW    | 1521 |
| LAS    | MEM    | 1416 |
| LAS    | MFR    |  599 |
| LAS    | MHT    | 2356 |
| LAS    | MIA    | 2175 |
| LAS    | MKE    | 1524 |
| LAS    | MLI    | 1377 |
| LAS    | MRY    |  375 |
| LAS    | MSP    | 1300 |
| LAS    | MSY    | 1501 |
| LAS    | OAK    |  407 |
| LAS    | OKC    |  987 |
| LAS    | OMA    | 1099 |
| LAS    | ONT    |  197 |
| LAS    | ORD    | 1515 |
| LAS    | ORF    | 2155 |
| LAS    | PBI    | 2158 |
| LAS    | PDX    |  762 |
| LAS    | PHL    | 2176 |
| LAS    | PHX    |  256 |
| LAS    | PIT    | 1910 |
| LAS    | PSP    |  173 |
| LAS    | PVD    | 2363 |
| LAS    | RDU    | 2027 |
| LAS    | RNO    |  345 |
| LAS    | ROC    | 2041 |
| LAS    | SAN    |  258 |
| LAS    | SAT    | 1069 |
| LAS    | SBA    |  288 |
| LAS    | SBP    |  314 |
| LAS    | SDF    | 1624 |
| LAS    | SEA    |  866 |
| LAS    | SFO    |  414 |
| LAS    | SJC    |  386 |
| LAS    | SLC    |  368 |
| LAS    | SMF    |  397 |
| LAS    | SNA    |  226 |
| LAS    | STL    | 1372 |
| LAS    | TPA    | 1984 |
| LAS    | TUL    | 1076 |
| LAS    | TUS    |  365 |
| LAS    | YUM    |  238 |
| LAW    | ATL    |  804 |
| LAW    | DFW    |  140 |
| LAX    | ABQ    |  677 |
| LAX    | ANC    | 2345 |
| LAX    | ASE    |  737 |
| LAX    | ATL    | 1946 |
| LAX    | AUS    | 1242 |
| LAX    | BDL    | 2527 |
| LAX    | BFL    |  109 |
| LAX    | BNA    | 1797 |
| LAX    | BOI    |  674 |
| LAX    | BOS    | 2611 |
| LAX    | BWI    | 2329 |
| LAX    | BZN    |  902 |
| LAX    | CLD    |   86 |
| LAX    | CLE    | 2053 |
| LAX    | CLT    | 2125 |
| LAX    | CMH    | 1996 |
| LAX    | COS    |  833 |
| LAX    | CVG    | 1900 |
| LAX    | DCA    | 2311 |
| LAX    | DEN    |  862 |
| LAX    | DFW    | 1235 |
| LAX    | DSM    | 1447 |
| LAX    | DTW    | 1979 |
| LAX    | EGE    |  748 |
| LAX    | ELP    |  714 |
| LAX    | EUG    |  748 |
| LAX    | EWR    | 2454 |
| LAX    | FAT    |  209 |
| LAX    | FLL    | 2342 |
| LAX    | GEG    |  945 |
| LAX    | GJT    |  656 |
| LAX    | HNL    | 2556 |
| LAX    | HOU    | 1390 |
| LAX    | IAD    | 2288 |
| LAX    | IAH    | 1379 |
| LAX    | ICT    | 1203 |
| LAX    | IND    | 1814 |
| LAX    | IPL    |  181 |
| LAX    | IYK    |  123 |
| LAX    | JAC    |  784 |
| LAX    | JAX    | 2153 |
| LAX    | JFK    | 2475 |
| LAX    | KOA    | 2504 |
| LAX    | LAS    |  236 |
| LAX    | LIH    | 2615 |
| LAX    | MCI    | 1363 |
| LAX    | MCO    | 2217 |
| LAX    | MDW    | 1750 |
| LAX    | MEM    | 1619 |
| LAX    | MFR    |  630 |
| LAX    | MIA    | 2342 |
| LAX    | MKE    | 1756 |
| LAX    | MOD    |  292 |
| LAX    | MRY    |  267 |
| LAX    | MSP    | 1536 |
| LAX    | MSY    | 1671 |
| LAX    | MTJ    |  666 |
| LAX    | OAK    |  337 |
| LAX    | OGG    | 2486 |
| LAX    | OKC    | 1187 |
| LAX    | ONT    |   47 |
| LAX    | ORD    | 1745 |
| LAX    | OXR    |   49 |
| LAX    | PDX    |  834 |
| LAX    | PHL    | 2401 |
| LAX    | PHX    |  370 |
| LAX    | PIT    | 2136 |
| LAX    | PSP    |  110 |
| LAX    | RDU    | 2239 |
| LAX    | RNO    |  390 |
| LAX    | RSW    | 2238 |
| LAX    | SAN    |  109 |
| LAX    | SAT    | 1210 |
| LAX    | SBA    |   89 |
| LAX    | SBP    |  155 |
| LAX    | SEA    |  954 |
| LAX    | SFO    |  337 |
| LAX    | SGU    |  348 |
| LAX    | SJC    |  308 |
| LAX    | SJU    | 3386 |
| LAX    | SLC    |  590 |
| LAX    | SMF    |  373 |
| LAX    | SMX    |  135 |
| LAX    | SNA    |   36 |
| LAX    | STL    | 1593 |
| LAX    | TPA    | 2158 |
| LAX    | TUL    | 1283 |
| LAX    | TUS    |  451 |
| LAX    | XNA    | 1371 |
| LAX    | YUM    |  237 |
| LBB    | ABQ    |  289 |
| LBB    | AUS    |  341 |
| LBB    | DAL    |  293 |
| LBB    | DFW    |  282 |
| LBB    | ELP    |  295 |
| LBB    | IAH    |  458 |
| LBB    | LAS    |  775 |
| LCH    | IAH    |  127 |
| LEX    | ATL    |  303 |
| LEX    | CLE    |  275 |
| LEX    | COS    | 1090 |
| LEX    | CVG    |   70 |
| LEX    | DAY    |  130 |
| LEX    | DCA    |  414 |
| LEX    | DFW    |  785 |
| LEX    | DTW    |  296 |
| LEX    | EWR    |  588 |
| LEX    | IAH    |  828 |
| LEX    | LGA    |  604 |
| LEX    | MCO    |  689 |
| LEX    | MEM    |  363 |
| LEX    | ORD    |  323 |
| LFT    | ATL    |  503 |
| LFT    | DFW    |  351 |
| LFT    | IAH    |  201 |
| LGA    | AGS    |  678 |
| LGA    | ATL    |  761 |
| LGA    | BHM    |  866 |
| LGA    | BNA    |  764 |
| LGA    | BOS    |  185 |
| LGA    | CAE    |  617 |
| LGA    | CAK    |  396 |
| LGA    | CHS    |  641 |
| LGA    | CID    |  929 |
| LGA    | CLE    |  418 |
| LGA    | CLT    |  544 |
| LGA    | CMH    |  478 |
| LGA    | CVG    |  585 |
| LGA    | DAB    |  896 |
| LGA    | DCA    |  214 |
| LGA    | DEN    | 1619 |
| LGA    | DFW    | 1389 |
| LGA    | DSM    | 1031 |
| LGA    | DTW    |  501 |
| LGA    | EGE    | 1739 |
| LGA    | FLL    | 1076 |
| LGA    | FNT    |  530 |
| LGA    | GRR    |  618 |
| LGA    | GSO    |  461 |
| LGA    | GSP    |  610 |
| LGA    | HDN    | 1742 |
| LGA    | HSV    |  823 |
| LGA    | IAD    |  229 |
| LGA    | IAH    | 1416 |
| LGA    | IND    |  659 |
| LGA    | JAX    |  834 |
| LGA    | LEX    |  604 |
| LGA    | MCO    |  950 |
| LGA    | MEM    |  963 |
| LGA    | MIA    | 1097 |
| LGA    | MKE    |  738 |
| LGA    | MLB    |  955 |
| LGA    | MSN    |  812 |
| LGA    | MSP    | 1020 |
| LGA    | MSY    | 1183 |
| LGA    | MYR    |  563 |
| LGA    | ORD    |  733 |
| LGA    | PBI    | 1035 |
| LGA    | PHF    |  288 |
| LGA    | PHL    |   96 |
| LGA    | PIT    |  335 |
| LGA    | RDU    |  431 |
| LGA    | RIC    |  292 |
| LGA    | RSW    | 1080 |
| LGA    | SAV    |  722 |
| LGA    | SDF    |  658 |
| LGA    | SLC    | 1982 |
| LGA    | SRQ    | 1047 |
| LGA    | STL    |  887 |
| LGA    | STT    | 1634 |
| LGA    | TPA    | 1011 |
| LGA    | TVC    |  655 |
| LGA    | TYS    |  647 |
| LGA    | VPS    | 1019 |
| LGA    | XNA    | 1147 |
| LGB    | AUS    | 1226 |
| LGB    | BOS    | 2602 |
| LGB    | FAT    |  222 |
| LGB    | FLL    | 2327 |
| LGB    | GEG    |  953 |
| LGB    | IAD    | 2277 |
| LGB    | JFK    | 2465 |
| LGB    | LAS    |  231 |
| LGB    | MRY    |  283 |
| LGB    | OAK    |  353 |
| LGB    | ONT    |   35 |
| LGB    | ORD    | 1735 |
| LGB    | PDX    |  846 |
| LGB    | PHX    |  355 |
| LGB    | RNO    |  402 |
| LGB    | SEA    |  965 |
| LGB    | SFO    |  354 |
| LGB    | SJC    |  324 |
| LGB    | SLC    |  589 |
| LGB    | SMF    |  387 |
| LGB    | TWF    |  630 |
| LIH    | DEN    | 3414 |
| LIH    | HNL    |  102 |
| LIH    | KOA    |  263 |
| LIH    | LAX    | 2615 |
| LIH    | OGG    |  202 |
| LIH    | PHX    | 2979 |
| LIH    | SAN    | 2677 |
| LIH    | SEA    | 2701 |
| LIH    | SFO    | 2447 |
| LIH    | SNA    | 2644 |
| LIT    | ATL    |  453 |
| LIT    | BWI    |  912 |
| LIT    | CLT    |  641 |
| LIT    | CVG    |  513 |
| LIT    | DAL    |  296 |
| LIT    | DEN    |  770 |
| LIT    | DFW    |  304 |
| LIT    | DTW    |  705 |
| LIT    | EWR    | 1069 |
| LIT    | HOU    |  393 |
| LIT    | IAH    |  374 |
| LIT    | LAS    | 1295 |
| LIT    | MCO    |  775 |
| LIT    | MDW    |  544 |
| LIT    | MEM    |  129 |
| LIT    | MSP    |  703 |
| LIT    | ORD    |  552 |
| LIT    | PHX    | 1136 |
| LIT    | SAT    |  512 |
| LIT    | SLC    | 1156 |
| LIT    | STL    |  296 |
| LMT    | MFR    |   60 |
| LMT    | PDX    |  240 |
| LMT    | SFO    |  315 |
| LNK    | ABE    | 1116 |
| LNK    | CRW    |  826 |
| LNK    | DEN    |  423 |
| LNK    | DTW    |  701 |
| LNK    | LAN    |  642 |
| LNK    | MSP    |  331 |
| LNK    | ORD    |  466 |
| LNK    | PIA    |  371 |
| LRD    | DFW    |  394 |
| LRD    | IAH    |  301 |
| LSE    | MSP    |  120 |
| LSE    | ORD    |  215 |
| LWB    | ATL    |  369 |
| LWS    | BOI    |  198 |
| LWS    | IDA    |  313 |
| LWS    | SLC    |  461 |
| LYH    | ATL    |  389 |
| MAF    | ABQ    |  332 |
| MAF    | AUS    |  294 |
| MAF    | DAL    |  319 |
| MAF    | DFW    |  309 |
| MAF    | HOU    |  441 |
| MAF    | IAH    |  429 |
| MAF    | LAS    |  796 |
| MBS    | DTW    |   98 |
| MBS    | MSP    |  463 |
| MBS    | ORD    |  222 |
| MCI    | ABQ    |  718 |
| MCI    | ATL    |  692 |
| MCI    | AUS    |  650 |
| MCI    | BNA    |  491 |
| MCI    | BWI    |  967 |
| MCI    | CLE    |  694 |
| MCI    | CLT    |  809 |
| MCI    | CMH    |  633 |
| MCI    | COS    |  538 |
| MCI    | CVG    |  539 |
| MCI    | DAL    |  461 |
| MCI    | DEN    |  533 |
| MCI    | DFW    |  460 |
| MCI    | DTW    |  629 |
| MCI    | EWR    | 1092 |
| MCI    | FLL    | 1242 |
| MCI    | IAD    |  926 |
| MCI    | IAH    |  643 |
| MCI    | ICT    |  186 |
| MCI    | IND    |  451 |
| MCI    | JAX    |  956 |
| MCI    | LAS    | 1140 |
| MCI    | LAX    | 1363 |
| MCI    | LNK    |  152 |
| MCI    | MCO    | 1072 |
| MCI    | MDW    |  405 |
| MCI    | MEM    |  392 |
| MCI    | MGM    |  671 |
| MCI    | MIA    | 1252 |
| MCI    | MKE    |  436 |
| MCI    | MSN    |  386 |
| MCI    | MSP    |  393 |
| MCI    | MSY    |  690 |
| MCI    | OAK    | 1489 |
| MCI    | OKC    |  313 |
| MCI    | OMA    |  152 |
| MCI    | ONT    | 1318 |
| MCI    | ORD    |  403 |
| MCI    | PDX    | 1481 |
| MCI    | PHX    | 1044 |
| MCI    | PIT    |  773 |
| MCI    | RDU    |  904 |
| MCI    | RSW    | 1155 |
| MCI    | SAN    | 1333 |
| MCI    | SAT    |  706 |
| MCI    | SEA    | 1489 |
| MCI    | SLC    |  919 |
| MCI    | SMF    | 1442 |
| MCI    | STL    |  237 |
| MCI    | TPA    | 1048 |
| MCI    | TUL    |  223 |
| MCI    | TUS    | 1036 |
| MCN    | ATL    |   79 |
| MCO    | ABQ    | 1552 |
| MCO    | ALB    | 1073 |
| MCO    | ATL    |  403 |
| MCO    | AUS    |  993 |
| MCO    | AVL    |  488 |
| MCO    | BDL    | 1050 |
| MCO    | BHM    |  478 |
| MCO    | BMI    |  936 |
| MCO    | BNA    |  616 |
| MCO    | BOS    | 1121 |
| MCO    | BQN    | 1129 |
| MCO    | BTV    | 1195 |
| MCO    | BUF    | 1011 |
| MCO    | BWI    |  787 |
| MCO    | CAK    |  860 |
| MCO    | CLE    |  895 |
| MCO    | CLT    |  468 |
| MCO    | CMH    |  802 |
| MCO    | CVG    |  756 |
| MCO    | DAY    |  808 |
| MCO    | DCA    |  759 |
| MCO    | DEN    | 1545 |
| MCO    | DFW    |  984 |
| MCO    | DTW    |  957 |
| MCO    | EWR    |  938 |
| MCO    | EYW    |  268 |
| MCO    | FLL    |  178 |
| MCO    | FNT    | 1011 |
| MCO    | GRR    | 1023 |
| MCO    | GSO    |  534 |
| MCO    | GSP    |  449 |
| MCO    | HOU    |  848 |
| MCO    | HPN    |  972 |
| MCO    | HSV    |  535 |
| MCO    | IAD    |  758 |
| MCO    | IAH    |  853 |
| MCO    | IND    |  828 |
| MCO    | ISP    |  972 |
| MCO    | JAN    |  587 |
| MCO    | JAX    |  143 |
| MCO    | JFK    |  944 |
| MCO    | LAS    | 2039 |
| MCO    | LAX    | 2217 |
| MCO    | LEX    |  689 |
| MCO    | LGA    |  950 |
| MCO    | LIT    |  775 |
| MCO    | MCI    | 1072 |
| MCO    | MDT    |  851 |
| MCO    | MDW    |  989 |
| MCO    | MEM    |  683 |
| MCO    | MHT    | 1142 |
| MCO    | MIA    |  193 |
| MCO    | MKE    | 1066 |
| MCO    | MLI    | 1036 |
| MCO    | MSP    | 1310 |
| MCO    | MSY    |  550 |
| MCO    | OKC    | 1068 |
| MCO    | OMA    | 1210 |
| MCO    | ORD    | 1005 |
| MCO    | ORF    |  655 |
| MCO    | PBI    |  142 |
| MCO    | PDX    | 2534 |
| MCO    | PFN    |  290 |
| MCO    | PHF    |  662 |
| MCO    | PHL    |  861 |
| MCO    | PHX    | 1848 |
| MCO    | PIT    |  834 |
| MCO    | PNS    |  380 |
| MCO    | PSE    | 1180 |
| MCO    | PVD    | 1073 |
| MCO    | PWM    | 1214 |
| MCO    | RDU    |  534 |
| MCO    | RIC    |  667 |
| MCO    | ROC    | 1033 |
| MCO    | RSW    |  133 |
| MCO    | SAN    | 2148 |
| MCO    | SAT    | 1040 |
| MCO    | SDF    |  718 |
| MCO    | SEA    | 2553 |
| MCO    | SFO    | 2445 |
| MCO    | SJU    | 1189 |
| MCO    | SLC    | 1929 |
| MCO    | STL    |  880 |
| MCO    | SWF    |  989 |
| MCO    | SYR    | 1053 |
| MCO    | TLH    |  227 |
| MCO    | TPA    |   80 |
| MCO    | TUL    | 1005 |
| MCO    | TYS    |  532 |
| MDT    | ATL    |  619 |
| MDT    | AVP    |   96 |
| MDT    | BWI    |   70 |
| MDT    | CLE    |  280 |
| MDT    | CLT    |  413 |
| MDT    | CVG    |  429 |
| MDT    | DCA    |   94 |
| MDT    | DFW    | 1232 |
| MDT    | DTW    |  370 |
| MDT    | IAD    |   94 |
| MDT    | LGA    |  157 |
| MDT    | MCO    |  851 |
| MDT    | MSP    |  898 |
| MDT    | ORD    |  594 |
| MDW    | ABQ    | 1121 |
| MDW    | ALB    |  717 |
| MDW    | ATL    |  590 |
| MDW    | AUS    |  972 |
| MDW    | BDL    |  777 |
| MDW    | BHM    |  570 |
| MDW    | BNA    |  395 |
| MDW    | BOS    |  861 |
| MDW    | BUF    |  468 |
| MDW    | BWI    |  611 |
| MDW    | CLE    |  307 |
| MDW    | CLT    |  584 |
| MDW    | CMH    |  284 |
| MDW    | DEN    |  895 |
| MDW    | DTW    |  229 |
| MDW    | EWR    |  711 |
| MDW    | FLL    | 1166 |
| MDW    | HOU    |  937 |
| MDW    | IAD    |  577 |
| MDW    | IND    |  162 |
| MDW    | ISP    |  765 |
| MDW    | JAN    |  666 |
| MDW    | LAS    | 1521 |
| MDW    | LAX    | 1750 |
| MDW    | LIT    |  544 |
| MDW    | MCI    |  405 |
| MDW    | MCO    |  989 |
| MDW    | MHT    |  838 |
| MDW    | MIA    | 1182 |
| MDW    | MSP    |  349 |
| MDW    | MSY    |  825 |
| MDW    | OAK    | 1844 |
| MDW    | OMA    |  423 |
| MDW    | ORF    |  704 |
| MDW    | PDX    | 1751 |
| MDW    | PHL    |  668 |
| MDW    | PHX    | 1444 |
| MDW    | PIT    |  402 |
| MDW    | PVD    |  842 |
| MDW    | RDU    |  632 |
| MDW    | RNO    | 1680 |
| MDW    | RSW    | 1105 |
| MDW    | SAN    | 1728 |
| MDW    | SAT    | 1036 |
| MDW    | SDF    |  271 |
| MDW    | SEA    | 1733 |
| MDW    | SFO    | 1855 |
| MDW    | SJC    | 1838 |
| MDW    | SLC    | 1258 |
| MDW    | SMF    | 1790 |
| MDW    | SRQ    | 1035 |
| MDW    | STL    |  251 |
| MDW    | TPA    |  997 |
| MDW    | TUS    | 1440 |
| MEI    | ATL    |  267 |
| MEM    | ATL    |  332 |
| MEM    | AUS    |  559 |
| MEM    | BDL    | 1048 |
| MEM    | BHM    |  211 |
| MEM    | BNA    |  200 |
| MEM    | BOS    | 1139 |
| MEM    | BTR    |  319 |
| MEM    | BWI    |  787 |
| MEM    | CAE    |  511 |
| MEM    | CHA    |  271 |
| MEM    | CHS    |  589 |
| MEM    | CLE    |  622 |
| MEM    | CLT    |  512 |
| MEM    | CMH    |  518 |
| MEM    | COS    |  855 |
| MEM    | CVG    |  403 |
| MEM    | DCA    |  762 |
| MEM    | DEN    |  872 |
| MEM    | DFW    |  432 |
| MEM    | DSM    |  490 |
| MEM    | DTW    |  610 |
| MEM    | EVV    |  247 |
| MEM    | EWR    |  946 |
| MEM    | FLL    |  851 |
| MEM    | FSM    |  249 |
| MEM    | GPT    |  324 |
| MEM    | GRR    |  591 |
| MEM    | GSO    |  570 |
| MEM    | GSP    |  441 |
| MEM    | HSV    |  184 |
| MEM    | IAH    |  469 |
| MEM    | ICT    |  453 |
| MEM    | IND    |  381 |
| MEM    | JAN    |  189 |
| MEM    | JAX    |  576 |
| MEM    | LAS    | 1416 |
| MEM    | LAX    | 1619 |
| MEM    | LEX    |  363 |
| MEM    | LGA    |  963 |
| MEM    | LIT    |  129 |
| MEM    | MCI    |  392 |
| MEM    | MCO    |  683 |
| MEM    | MGM    |  280 |
| MEM    | MIA    |  860 |
| MEM    | MKE    |  556 |
| MEM    | MLI    |  442 |
| MEM    | MOB    |  317 |
| MEM    | MSN    |  559 |
| MEM    | MSP    |  700 |
| MEM    | MSY    |  349 |
| MEM    | OKC    |  432 |
| MEM    | OMA    |  538 |
| MEM    | ORD    |  491 |
| MEM    | ORF    |  782 |
| MEM    | PFN    |  417 |
| MEM    | PHL    |  874 |
| MEM    | PHX    | 1263 |
| MEM    | PIT    |  652 |
| MEM    | PNS    |  355 |
| MEM    | RDU    |  634 |
| MEM    | RIC    |  726 |
| MEM    | RSW    |  763 |
| MEM    | SAN    | 1567 |
| MEM    | SAT    |  625 |
| MEM    | SAV    |  545 |
| MEM    | SDF    |  320 |
| MEM    | SEA    | 1870 |
| MEM    | SFO    | 1807 |
| MEM    | SGF    |  243 |
| MEM    | SHV    |  285 |
| MEM    | SJU    | 1863 |
| MEM    | STL    |  256 |
| MEM    | TLH    |  458 |
| MEM    | TPA    |  656 |
| MEM    | TRI    |  437 |
| MEM    | TUL    |  342 |
| MEM    | TYS    |  342 |
| MEM    | VPS    |  369 |
| MEM    | XNA    |  258 |
| MFE    | ATL    |  974 |
| MFE    | DFW    |  468 |
| MFE    | IAH    |  316 |
| MFR    | DEN    |  964 |
| MFR    | LAS    |  599 |
| MFR    | MOD    |  343 |
| MFR    | OTH    |  100 |
| MFR    | PDX    |  222 |
| MFR    | PHX    |  854 |
| MFR    | RDD    |  132 |
| MFR    | RDM    |  156 |
| MFR    | SBA    |  572 |
| MFR    | SFO    |  329 |
| MFR    | SLC    |  575 |
| MFR    | TWF    |  429 |
| MGM    | ATL    |  147 |
| MGM    | IAH    |  554 |
| MGM    | MEM    |  280 |
| MHT    | ATL    |  952 |
| MHT    | BOS    |   45 |
| MHT    | BWI    |  377 |
| MHT    | CLE    |  544 |
| MHT    | CLT    |  737 |
| MHT    | CVG    |  741 |
| MHT    | DCA    |  407 |
| MHT    | DTW    |  609 |
| MHT    | EWR    |  209 |
| MHT    | FLL    | 1263 |
| MHT    | IAD    |  418 |
| MHT    | LAS    | 2356 |
| MHT    | MCO    | 1142 |
| MHT    | MDW    |  838 |
| MHT    | ORD    |  843 |
| MHT    | PHL    |  290 |
| MHT    | PHX    | 2279 |
| MHT    | TPA    | 1204 |
| MIA    | ATL    |  595 |
| MIA    | BDL    | 1194 |
| MIA    | BNA    |  806 |
| MIA    | BOS    | 1258 |
| MIA    | BWI    |  946 |
| MIA    | CLE    | 1080 |
| MIA    | CLT    |  650 |
| MIA    | CMH    |  990 |
| MIA    | CVG    |  948 |
| MIA    | DCA    |  920 |
| MIA    | DEN    | 1709 |
| MIA    | DFW    | 1121 |
| MIA    | DTW    | 1145 |
| MIA    | EGE    | 1811 |
| MIA    | EWR    | 1086 |
| MIA    | FLL    |   21 |
| MIA    | GSO    |  710 |
| MIA    | IAD    |  921 |
| MIA    | IAH    |  964 |
| MIA    | IND    | 1021 |
| MIA    | JAX    |  334 |
| MIA    | JFK    | 1090 |
| MIA    | LAS    | 2175 |
| MIA    | LAX    | 2342 |
| MIA    | LGA    | 1097 |
| MIA    | MCI    | 1252 |
| MIA    | MCO    |  193 |
| MIA    | MDW    | 1182 |
| MIA    | MEM    |  860 |
| MIA    | MSP    | 1501 |
| MIA    | MSY    |  674 |
| MIA    | ORD    | 1197 |
| MIA    | ORF    |  802 |
| MIA    | PHL    | 1013 |
| MIA    | PHX    | 1972 |
| MIA    | PIT    | 1013 |
| MIA    | RDU    |  700 |
| MIA    | RIC    |  826 |
| MIA    | SDF    |  911 |
| MIA    | SEA    | 2724 |
| MIA    | SFO    | 2585 |
| MIA    | SJU    | 1045 |
| MIA    | STL    | 1068 |
| MIA    | STT    | 1107 |
| MIA    | STX    | 1139 |
| MIA    | TLH    |  403 |
| MIA    | TPA    |  204 |
| MIA    | XNA    | 1100 |
| MKE    | ABE    |  662 |
| MKE    | ATL    |  669 |
| MKE    | ATW    |   96 |
| MKE    | AVP    |  634 |
| MKE    | BDL    |  780 |
| MKE    | BHM    |  650 |
| MKE    | BNA    |  475 |
| MKE    | BOS    |  860 |
| MKE    | BWI    |  641 |
| MKE    | CLE    |  328 |
| MKE    | CLT    |  651 |
| MKE    | CMH    |  331 |
| MKE    | CVG    |  318 |
| MKE    | CWA    |  154 |
| MKE    | DAY    |  284 |
| MKE    | DCA    |  634 |
| MKE    | DEN    |  895 |
| MKE    | DFW    |  853 |
| MKE    | DSM    |  311 |
| MKE    | DTW    |  238 |
| MKE    | EWR    |  725 |
| MKE    | FAR    |  516 |
| MKE    | FLL    | 1243 |
| MKE    | FNT    |  211 |
| MKE    | GRB    |  107 |
| MKE    | GRR    |  120 |
| MKE    | IAH    |  984 |
| MKE    | IND    |  238 |
| MKE    | LAS    | 1524 |
| MKE    | LAX    | 1756 |
| MKE    | LGA    |  738 |
| MKE    | MCI    |  436 |
| MKE    | MCO    | 1066 |
| MKE    | MEM    |  556 |
| MKE    | MKG    |   85 |
| MKE    | MQT    |  236 |
| MKE    | MSN    |   74 |
| MKE    | MSP    |  297 |
| MKE    | OMA    |  426 |
| MKE    | ORD    |   67 |
| MKE    | PHL    |  690 |
| MKE    | PHX    | 1460 |
| MKE    | PIT    |  431 |
| MKE    | RDU    |  689 |
| MKE    | RSW    | 1183 |
| MKE    | SAN    | 1738 |
| MKE    | SDF    |  348 |
| MKE    | SEA    | 1694 |
| MKE    | SFO    | 1845 |
| MKE    | SLC    | 1246 |
| MKE    | STL    |  317 |
| MKE    | TPA    | 1075 |
| MKE    | TUS    | 1462 |
| MKG    | FNT    |  127 |
| MKG    | GRR    |   41 |
| MKG    | MKE    |   85 |
| MLB    | ATL    |  443 |
| MLB    | LGA    |  955 |
| MLI    | ATL    |  633 |
| MLI    | DEN    |  751 |
| MLI    | DFW    |  691 |
| MLI    | DTW    |  373 |
| MLI    | LAS    | 1377 |
| MLI    | MCO    | 1036 |
| MLI    | MEM    |  442 |
| MLI    | MSP    |  274 |
| MLI    | ORD    |  139 |
| MLU    | ATL    |  448 |
| MLU    | DFW    |  293 |
| MLU    | IAH    |  262 |
| MOB    | ATL    |  302 |
| MOB    | DFW    |  540 |
| MOB    | IAH    |  427 |
| MOB    | MEM    |  317 |
| MOB    | ORD    |  779 |
| MOD    | BFL    |  184 |
| MOD    | LAX    |  292 |
| MOD    | ONT    |  310 |
| MOD    | RNO    |  144 |
| MOD    | SFO    |   78 |
| MOT    | MSP    |  449 |
| MQT    | GRB    |  134 |
| MQT    | MKE    |  236 |
| MQT    | ORD    |  303 |
| MRY    | DEN    |  960 |
| MRY    | LAS    |  375 |
| MRY    | LAX    |  267 |
| MRY    | LGB    |  283 |
| MRY    | ONT    |  296 |
| MRY    | PHX    |  598 |
| MRY    | SAN    |  376 |
| MRY    | SFO    |   77 |
| MRY    | SLC    |  607 |
| MSN    | ATL    |  707 |
